ACARA SML ID,AGE ID,Notes,School Name,Contact Name,Position,Contact Number,Email,Suburb,State,Postcode,School Sector,School Type,School URL,Screenrights License Yes/No,Year Range,Geolocation,Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),individual account
46575,51360,,Redland Bay State School,,,,,Redland Bay,QLD,4165,Government,Primary,http://www.redlandbayss.eq.edu.au,Yes,Prep-6,Major Cities,63,56,41,26.9,926,451,475,926,6,6,possibly no
45621,28798,,Victoria University Secondary College,,,,,St Albans,VIC,3021,Government,Secondary,http://www.vusc.vic.edu.au,Yes,7-12,Major Cities,93,78.5,43,33.8,927,393,534,926.2,1,68,Yes
43328,13178,,St John the Evangelist Catholic High School,,,,,Nowra,NSW,2541,Catholic,Secondary,http://www.sjedow.catholic.edu.au,Yes,7-12,Inner Regional,82,71.2,34,24.3,925,487,438,925,7,6,most likely
47392,54433,,Morayfield East State School,,,,,Morayfield,QLD,4506,Government,Primary,http://www.morayfieldeastss.eq.edu.au,Yes,Prep-6,Major Cities,66,61.4,49,34.3,925,434,491,925,13,10,possibly no
41148,8628,,St George Girls High School,,,,,Kogarah,NSW,2217,Government,Secondary,http://www.stgeorgegi-h.schools.nsw.edu.au,Yes,7-12,Major Cities,59,63.2,10,11.4,924,924,0,924,0,91,Yes
42475,9354,,Tamworth Public School,,,,,Tamworth,NSW,2340,Government,Primary,http://www.tamworth-p.schools.nsw.edu.au,Yes,"U, K-6",Inner Regional,43,49.3,9,7.9,923,474,449,923,12,8,Yes
45638,833,,Loreto College,,,,,Ballarat,VIC,3350,Catholic,Secondary,http://www.loreto.vic.edu.au,Yes,7-12,Inner Regional,81,72.3,47,37.7,925,925,0,925,1,6,Yes
46123,27935,,Kolbe Catholic College,,,,,Greenvale,VIC,3059,Catholic,Secondary,http://www.kolbecc.catholic.edu.au,Yes,7-12,Major Cities,81,77.2,30,28.3,925,433,492,924.4,1,65,possibly no
46391,28672,,Woodleigh School,,,,,Langwarrin South,VIC,3911,Independent,Combined,http://www.woodleigh.vic.edu.au,Yes,Prep-12,Major Cities,119,99.9,65,54.3,925,418,507,925,2,9,Yes
47541,13114,,Woree State High School,,,,,Woree,QLD,4868,Government,Secondary,http://www.woreeshs.eq.edu.au,Yes,7-12,Outer Regional,88,82,54,43.6,923,410,513,923,40,24,most likely
48780,27258,,Comet Bay Primary School,,,,,Secret Harbour,WA,6173,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5804,Yes,K-6,Major Cities,56,45.8,37,25.5,925,471,454,885.4,3,11,possibly no
49851,5532,,Pedare Christian College,,,,,Golden Grove,SA,5125,Independent,Combined,http://www.pedarecc.sa.edu.au,Yes,R-12,Major Cities,74,66,55,37.5,923,464,459,922.6,0,12,Yes
47476,51151,,Clontarf Beach State High School,,,,,Clontarf,QLD,4019,Government,Secondary,http://www.clontarfbeachshs.eq.edu.au,Yes,7-12,Major Cities,78,76.3,42,33.2,923,454,469,922.1,10,11,Yes
46259,15836,,Newhaven College,,,,,Rhyll,VIC,3923,Independent,Combined,http://www.newhavencol.vic.edu.au,Yes,Prep-12,Inner Regional,81,63.6,33,24.2,923,492,431,922.4,1,5,Yes
40322,4967,,Narrabundah College,,,,,Narrabundah,ACT,2604,Government,Secondary,http://www.narrabundahc.act.edu.au/,Yes,11-12,Major Cities,62,58,10,8.9,922,496,426,922,1,52,most likely
41173,8659,,Woolooware High School,,,,,Woolooware,NSW,2230,Government,Secondary,http://www.woolooware-h.schools.nsw.edu.au,Yes,7-12,Major Cities,57,63.8,12,11.8,922,458,464,921.6,1,19,Yes
41295,7853,,Baulkham Hills North Public School,,,,,Baulkham Hills,NSW,2153,Government,Primary,http://www.baulkhamn-p.schools.nsw.edu.au,Yes,K-6,Major Cities,41,47.7,8,5.9,921,464,457,921,1,49,Yes
48027,14158,,Immanuel Lutheran College,,,,,Buderim,QLD,4556,Independent,Combined,http://www.immanuel.qld.edu.au,Yes,Prep-12,Major Cities,71,67.9,55,45.6,921,460,461,921,0,6,Yes
41203,7611,,Cammeray Public School,,,,,Cammeray,NSW,2062,Government,Primary,http://www.cammeray-p.schools.nsw.edu.au,Yes,K-6,Major Cities,43,45.6,8,5.9,920,476,444,920,1,26,Yes
48000,639,,St Margaret's Anglican Girls School,,,,,Ascot,QLD,4007,Independent,Combined,http://www.stmargarets.qld.edu.au,Yes,Prep-12,Major Cities,94,83.9,93,63.5,920,920,0,920,2,23,Yes
41806,10712,,Penrith High School,,,,,Penrith,NSW,2750,Government,Secondary,https://penrith-h.schools.nsw.gov.au/,Yes,7-12,Major Cities,56,62.2,11,11.4,922,387,535,918.5,0,88,Yes
41251,7718,,Avalon Public School,,,,,Avalon Beach,NSW,2107,Government,Primary,http://www.avalon-p.schools.nsw.edu.au,Yes,K-6,Major Cities,40,46.2,9,5.9,918,478,440,918,0,11,Yes
48128,12618,,Esperance Senior High School,,,,,Esperance,WA,6450,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4018,Yes,7-12,Remote,72,69.1,43,34.5,921,439,482,917,13,13,possibly no
42921,10012,,Figtree High School,,,,,Figtree,NSW,2525,Government,Secondary,http://www.figtree-h.schools.nsw.edu.au,Yes,"U, 7-12",Major Cities,70,74.3,23,18.4,918,433,485,917.8,5,26,Yes
41839,7855,,Crestwood High School,,,,,Baulkham Hills,NSW,2153,Government,Secondary,http://www.crestwood-h.schools.nsw.edu.au,Yes,"U, 7-12",Major Cities,64,67.8,15,17.9,918,431,487,917.5,2,39,Yes
40588,12005,,Traralgon College,,,,,Traralgon,VIC,3844,Government,Secondary,http://www.traralsc.vic.edu.au,Yes,7-12,Inner Regional,80,75.2,41,31.5,918,475,443,915.9,4,4,Yes
41289,6135,,St Ives North Public School,,,,,St Ives,NSW,2075,Government,Primary,http://www.stivesnth-p.schools.nsw.edu.au,Yes,K-6,Major Cities,43,49.1,5,5.9,917,444,473,917,0,60,Yes
43892,18086,,Wollondilly Anglican College,,,,,Tahmoor,NSW,2573,Independent,Combined,http://www.wac.nsw.edu.au,Yes,K-12,Inner Regional,61,60,22,18.4,917,497,420,917,2,5,Yes
48063,13747,,Rivermount College,,,,,Yatala,QLD,4207,Independent,Combined,http://www.rivermount.net,Yes,Prep-12,Major Cities,66,63.7,50,39,917,449,468,917,6,10,Yes
49138,18091,,Langford Islamic College,,,,,Langford,WA,6147,Independent,Combined,http://www.islamiccollege.com.au,Yes,PP-12,Major Cities,68,57.7,32,27.9,918,470,448,918,0,78,possibly no
48104,5420,,Jubilee Christian College,,,,,Atherton,QLD,4883,Independent,Combined,http://www.jubileecc.qld.edu.au,Yes,Prep-12,Outer Regional,59,43.4,47,26.2,917,454,463,917,4,83,Yes
41151,8595,,Sydney Technical High School,,,,,Bexley,NSW,2207,Government,Secondary,http://www.sydneytech-h.schools.nsw.edu.au,Yes,7-12,Major Cities,60,63.6,12,11.4,917,0,917,916.6,0,93,Yes
43625,16717,,Kildare Catholic College,,,,,Wagga Wagga,NSW,2650,Catholic,Secondary,http://www.kccww.catholic.edu.au,Yes,7-12,Inner Regional,80,72,35,30.1,916,466,450,916,6,5,Yes
41159,8650,,Caringbah High School,,,,,Caringbah,NSW,2229,Government,Secondary,http://www.caringbah-h.schools.nsw.edu.au,Yes,7-12,Major Cities,56,62.3,11,11.4,916,403,513,915.2,1,46,Yes
45416,9249,,Lyndale Secondary College,,,,,Dandenong North,VIC,3175,Government,Secondary,http://www.lyndale.vic.edu.au,Yes,7-12,Major Cities,92,80.2,30,26.3,917,441,476,916.8,1,80,Yes
45841,16400,,Santa Maria College,,,,,Northcote,VIC,3070,Catholic,Secondary,http://www.santamaria.vic.edu.au,Yes,7-12,Major Cities,79,69.8,42,30.5,917,917,0,917,1,13,Yes
42911,14945,,Nowra High School,,,,,Nowra,NSW,2541,Government,Secondary,http://www.nowra-h.schools.nsw.edu.au,Yes,"U, 7-12",Inner Regional,61,69.6,19,18,916,466,450,915.2,11,7,possibly no
42912,10035,,Dapto High School,,,,,Dapto,NSW,2530,Government,Secondary,http://www.dapto-h.schools.nsw.edu.au,Yes,"U, 7-12",Major Cities,66,70.5,20,16.4,917,441,476,915,6,9,Yes
40500,7968,,Casuarina Senior College,,,,,Moil,NT,0810,Government,Secondary,http://www.casuarinaseniorcollege.com.au,Yes,10-12,Outer Regional,66,55.7,36,29.2,930,457,473,914.8,26,41,Yes
47528,51320,,Shailer Park State High School,,,,,Shailer Park,QLD,4128,Government,Secondary,http://www.shailerparkshs.eq.edu.au,Yes,7-12,Major Cities,80,75.4,29,22.7,913,439,474,913,4,10,Yes
41321,7615,,North Sydney Girls High School,,,,,Crows Nest,NSW,2065,Government,Secondary,http://www.northsydgi-h.schools.nsw.edu.au,Yes,7-12,Major Cities,54,62.5,12,11.4,913,913,0,912.7,0,93,Yes
48137,6724,,Kent Street Senior High School,,,,,East Victoria Park,WA,6101,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4029,Yes,7-12,Major Cities,69,63.5,33,24.8,916,377,539,916,9,26,Yes
41168,6337,,Kogarah High School,,,,,Kogarah,NSW,2217,Government,Secondary,http://www.kogarah-h.schools.nsw.edu.au,Yes,"U, 7-12",Major Cities,78,78.8,22,18.5,913,381,532,912.2,1,93,possibly no
41837,10734,,Colo High School,,,,,North Richmond,NSW,2754,Government,Secondary,http://www.colo-h.schools.nsw.edu.au,Yes,7-12,Major Cities,61,63.4,14,12,913,499,414,912.2,5,9,Yes
41293,7670,,Hornsby North Public School,,,,,Hornsby,NSW,2077,Government,Primary,http://www.hornsbynth-p.schools.nsw.edu.au,Yes,K-6,Major Cities,40,46.4,8,5.9,912,441,471,912,0,66,Yes
41804,7844,,Parramatta High School,,,,,Parramatta,NSW,2150,Government,Secondary,http://www.parramatta-h.schools.nsw.edu.au,Yes,7-12,Major Cities,65,64.9,13,10.9,911,342,569,911,1,94,Yes
46572,44780,,Belmont State School,,,,,Carindale,QLD,4152,Government,Primary,http://www.belmontss.eq.edu.au,Yes,Prep-6,Major Cities,63,56.7,33,21,911,407,504,911,2,33,most likely
49608,7094,,Parafield Gardens High School,,,,,Parafield Gardens,SA,5107,Government,Secondary,http://www.pghs.sa.edu.au,Yes,8-12,Major Cities,72,69.4,23,21.7,913,431,482,910.9,5,39,Yes
47556,54401,,Wellington Point State High School,,,,,Wellington Point,QLD,4160,Government,Secondary,http://www.wellingtonpointshs.eq.edu.au,Yes,7-12,Major Cities,77,72.9,42,26.2,910,450,460,910,5,9,most likely
47651,14676,,Siena Catholic College,,,,,Sippy Downs,QLD,4556,Catholic,Secondary,http://www.siena.qld.edu.au,Yes,7-12,Major Cities,71,65.5,37,27.4,908,500,408,908,1,2,Yes
45368,9300,,Cheltenham Secondary College,,,,,Cheltenham,VIC,3192,Government,Secondary,http://www.cheltsec.vic.edu.au,Yes,7-12,Major Cities,84,70.8,21,17.3,910,324,586,907.6,1,47,most likely
41177,7605,,Fort Street High School,,,,,Petersham,NSW,2049,Government,Secondary,http://www.fortstreet-h.schools.nsw.edu.au,Yes,7-12,Major Cities,60,63.2,13,11.4,909,335,574,907.8,0,76,most likely
40721,18102,,Lakes Grammar - An Anglican School,,,,,Warnervale,NSW,2259,Independent,Combined,http://www.lakes.nsw.edu.au,Yes,K-12,Major Cities,75,66.1,30,24.8,908,451,456,907.5,3,11,Yes
41329,14236,,Riverside Girls High School,,,,,Gladesville,NSW,2111,Government,Secondary,http://www.riversideghs.com.au,Yes,7-12,Major Cities,55,62.1,9,11.4,909,909,0,907.4,1,47,Yes
47285,53025,,Kirwan State School,,,,,Kirwan,QLD,4817,Government,Primary,http://www.kirwanss.eq.edu.au,Yes,Prep-6,Outer Regional,65,59.2,35,24.2,907,447,460,907,19,9,most likely
40620,14246,,Sandringham College,,,,,Sandringham,VIC,3191,Government,Secondary,http://www.sandringhamsc.vic.edu.au,Yes,7-12,Major Cities,82,71.7,34,28,908,369,539,905.3,1,15,Yes
43324,4069,,St Paul's Catholic College,,,,,Booragul,NSW,2284,Catholic,Secondary,http://booragul.catholic.edu.au,Yes,7-12,Major Cities,83,69.2,30,20.6,906,471,435,906,5,6,Yes
44096,28545,,Mernda Primary School,,,,,Mernda,VIC,3754,Government,Primary,http://www.merndaps.vic.edu.au,Yes,Prep-6,Major Cities,60,56.4,17,10.9,908,422,486,908,2,41,Yes
47540,51305,,Mabel Park State High School,,,,,Slacks Creek,QLD,4127,Government,Secondary,http://www.mabelparkshs.eq.edu.au,Yes,7-12,Major Cities,88,82.4,47,35.4,906,430,476,906,12,44,most likely
48246,15354,,Warnbro Community High School,,,,,Warnbro,WA,6169,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4159,Yes,7-12,Major Cities,66,63.2,36,29.3,908,459,449,908,7,11,Yes
41352,7692,,Northern Beaches Secondary College Balgowlah Boys Campus,,,,,Balgowlah,NSW,2093,Government,Secondary,http://www.nbscbalgb-h.schools.nsw.edu.au,Yes,7-12,Major Cities,51,65.4,10,11.4,906,0,906,905.6,1,28,possibly no
41777,14672,,Barnier Public School,,,,,Quakers Hill,NSW,2763,Government,Primary,http://www.barnier-p.schools.nsw.edu.au,Yes,K-6,Major Cities,40,46.4,6,5.2,905,408,497,905,4,50,Yes
50569,29978,,Benalla P-12 College,,,,,Benalla,VIC,3672,Government,Combined,http://www.benallap-12college.vic.edu.au/,Yes,Prep-12,Inner Regional,91,83.9,52,41.7,907,442,465,902.9,7,3,Yes
47887,4275,,St Michael's College,,,,,Merrimac,QLD,4226,Catholic,Secondary,http://www.stmichaels.qld.edu.au,Yes,7-12,Major Cities,71,68.2,38,29.7,905,434,471,905,2,3,possibly no
42108,9093,,Whitebridge High School,,,,,Whitebridge,NSW,2290,Government,Secondary,http://www.whitebridg-h.schools.nsw.edu.au,Yes,"U, 7-12",Major Cities,66,71.1,19,16.4,907,408,499,904.9,7,7,Yes
42373,9711,,Grafton High School,,,,,Grafton,NSW,2460,Government,Secondary,http://www.grafton-h.schools.nsw.edu.au,Yes,"U, 7-12",Inner Regional,62,72.2,22,19.4,905,439,466,904.4,15,4,Yes
43682,1326,,Brigidine College St Ives,,,,,St Ives,NSW,2075,Independent,Secondary,http://www.brigidine.nsw.edu.au,Yes,7-12,Major Cities,90,81.9,57,47.6,904,904,0,904,0,14,Yes
49984,2910,,Brindabella Christian College,,,,,Lyneham,ACT,2602,Independent,Combined,http://www.bcc.act.edu.au,Yes,K-12,Major Cities,74,66.1,36,25.7,904,470,434,904,1,36,possibly no
47521,52283,,Dakabin State High School,,,,,Dakabin,QLD,4503,Government,Secondary,http://www.dakabinshs.eq.edu.au,Yes,7-12,Major Cities,92,85.4,48,33.5,905,463,442,903.8,7,16,most likely
45154,18160,,Berwick Fields Primary School,,,,,Berwick,VIC,3806,Government,Primary,http://www.berwickfieldsps.vic.edu.au,Yes,Prep-6,Major Cities,75,59.1,21,14.9,905,405,500,905,1,29,Yes
45906,826,,Killester College,,,,,Springvale,VIC,3171,Catholic,Secondary,http://www.killester.catholic.edu.au,Yes,7-12,Major Cities,82,72.2,32,26.8,905,905,0,905,0,64,Yes
40672,16588,,Calrossy Anglican School,,,,,Tamworth,NSW,2340,Independent,Combined,http://www.calrossy.nsw.edu.au/,Yes,K-12,Inner Regional,119,80.1,105,57.2,903,536,367,903,4,0,possibly no
43539,16048,,Xavier Catholic College Ballina,,,,,Skennars Head,NSW,2478,Catholic,Secondary,http://www.xavierlism.catholic.edu.au,Yes,7-12,Inner Regional,76,70.8,40,28.7,903,471,432,903,2,1,Yes
47284,54397,,Hercules Road State School,,,,,Kippa-Ring,QLD,4021,Government,Primary,http://www.herculesroadss.eq.edu.au,Yes,Prep-6,Major Cities,66,60.5,40,26.1,903,455,448,903,9,13,most likely
43914,1363,,Danebank - An Anglican School For Girls,,,,,Hurstville,NSW,2220,Independent,Combined,http://www.danebank.nsw.edu.au,Yes,K-12,Major Cities,98,84.7,47,35,902,902,0,902,0,46,Yes
47642,67704,,Highland Reserve State School,,,,,Upper Coomera,QLD,4209,Government,Primary,http://www.highlandreservess.eq.edu.au,Yes,Prep-6,Major Cities,62,57.8,45,25.2,902,453,449,901.4,4,11,most likely
42134,14694,,Narara Valley High School,,,,,Narara,NSW,2250,Government,Secondary,http://www.nararavaly-h.schools.nsw.edu.au,Yes,"U, 7-12",Major Cities,70,68,20,16.4,906,472,434,900,8,11,Yes
40767,12212,,Roma State College,,,,,Roma,QLD,4455,Government,Combined,http://www.romasc.eq.edu.au,Yes,Prep-12,Outer Regional,89,76.7,57,43.3,900,440,460,900,23,3,most likely
44036,10085,,Bacchus Marsh Primary School,,,,,Bacchus Marsh,VIC,3340,Government,Primary,http://www.bacchusmarshps.vic.edu.au,Yes,Prep-6,Inner Regional,63,56,25,15.6,903,430,473,902.8,3,7,Yes
47640,65662,,Coomera Springs State School,,,,,Upper Coomera,QLD,4209,Government,Primary,http://www.coomeraspringsss.eq.edu.au,Yes,Prep-6,Major Cities,60,55.6,29,21.9,899,456,443,899,4,13,possibly no
40623,14723,,Hallam Senior Secondary College,,,,,Hallam,VIC,3803,Government,Secondary,http://www.hallamssc.vic.edu.au,Yes,10-12,Major Cities,70,62.7,30,26.1,902,383,519,796.4,2,32,possibly no
49526,6065,,Seaton High School,,,,,Seaton,SA,5023,Government,Secondary,http://www.seatonhs.sa.edu.au,Yes,"U, 8-12",Major Cities,67,64.8,26,20.2,900,417,483,898.9,6,21,Yes
49798,17262,,Cornerstone College,,,,,Mount Barker,SA,5251,Independent,Secondary,http://www.cornerstone.sa.edu.au,Yes,7-12,Inner Regional,84,74,49,31.9,900,456,444,898.6,0,1,Yes
49009,15801,,Irene McCormack Catholic College,,,,,Butler,WA,6036,Catholic,Secondary,http://www.imcc.wa.edu.au,Yes,7-12,Major Cities,72,68.5,31,20.8,902,437,465,902,2,19,Yes
49714,362,,St Mark's College,,,,,Port Pirie,SA,5540,Catholic,Combined,http://www.stmarkspirie.catholic.edu.au,Yes,R-12,Outer Regional,72,64.4,39,20.9,905,457,448,897.6,3,2,most likely
41522,16628,,Newington Public School,,,,,Newington,NSW,2127,Government,Primary,https://www.newington-p.schools.nsw.gov.au,Yes,K-6,Major Cities,42,49.2,7,5.9,897,428,469,897,0,79,Yes
48157,6662,,Rockingham Senior High School,,,,,Rockingham,WA,6168,Government,Secondary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4054,Yes,7-12,Major Cities,67,62.7,23,21.8,900,441,459,900,5,68,most likely
43836,4056,,The Hills Grammar School,,,,,Kenthurst,NSW,2156,Independent,Combined,http://www.hillsgrammar.nsw.edu.au,Yes,K-12,Major Cities,95,81.2,81,65.2,897,385,512,897,0,45,Yes
47394,55044,,Kawungan State School,,,,,Kawungan,QLD,4655,Government,Primary,http://www.kawunganss.eq.edu.au,Yes,Prep-6,Inner Regional,73,64.1,44,28.4,897,424,473,897,10,3,most likely
40438,6426,,St Marys Senior High School,,,,,St Marys,NSW,2760,Government,Secondary,http://www.stmaryssen-h.schools.nsw.edu.au,Yes,11-12,Major Cities,65,66.7,13,12,901,580,321,896.8,1,66,Yes
44968,8924,,Glendal Primary School,,,,,Glen Waverley,VIC,3150,Government,Primary,http://www.glendalps.vic.edu.au,Yes,Prep-6,Major Cities,56,53.2,14,8.6,899,430,469,899,0,88,possibly no
42932,10008,,Keira High School,,,,,Fairy Meadow,NSW,2519,Government,Secondary,http://www.keira-h.schools.nsw.edu.au,Yes,"U, 7-12",Major Cities,67,68.7,16,15.4,899,413,486,896.6,5,40,Yes
40022,40,,St Mary's College,,,,,Hobart,TAS,7000,Catholic,Combined,http://www.smc.tas.edu.au,Yes,Prep-12,Inner Regional,93,69.2,50,37.1,898,841,57,897.2,1,6,possibly no
47511,46579,,Bundamba State Secondary College,,,,,Bundamba,QLD,4304,Government,Secondary,http://www.bundambassc.eq.edu.au,Yes,7-12,Major Cities,86,83,52,35.5,897,446,451,896.1,15,26,possibly no
45254,17509,,Benton Junior College,,,,,Mornington,VIC,3931,Government,Primary,http://benton.vic.edu.au,Yes,Prep-6,Major Cities,60,54.1,15,11.2,898,436,462,898,2,6,Yes
45324,15053,,Mount Erin Secondary College,,,,,Frankston South,VIC,3199,Government,Secondary,http://www.mounterin.vic.edu.au,Yes,7-12,Major Cities,77,72.1,22,18.8,898,412,486,897.9,2,7,Yes
45909,776,,Clonard College,,,,,Herne Hill,VIC,3218,Catholic,Secondary,http://www.clonard.catholic.edu.au,Yes,7-12,Major Cities,74,66.4,47,31.5,898,898,0,898,2,13,possibly no
48016,407,,Northpine Christian College,,,,,Dakabin,QLD,4503,Independent,Combined,http://www.northpine.qld.edu.au,Yes,Prep-12,Major Cities,65,60.5,36,26.2,896,423,473,896,2,9,Yes
40838,28671,,Innisfail State College,,,,,Innisfail Estate,QLD,4860,Government,Combined,http://www.innisfailsc.eq.edu.au,Yes,Prep-12,Outer Regional,90,86.7,57,41.9,898,422,476,895.6,32,13,Yes
41375,8517,,Canley Vale Public School,,,,,Canley Vale,NSW,2166,Government,Primary,http://www.canleyvale-p.schools.nsw.edu.au,Yes,P-6,Major Cities,53,61.9,10,7.4,895,423,472,895,0,98,Yes
47628,17406,,Capricornia School of Distance Education,,,,,Emerald,QLD,4720,Government,Combined,http://www.capricorniasde.eq.edu.au,Yes,Prep-12,Outer Regional,98,87.6,29,21.2,1660,808,852,894.3,12,2,possibly no
49088,13656,,John Wollaston Anglican Community School,,,,,Camillo,WA,6111,Independent,Combined,http://www.jwacs.wa.edu.au,Yes,PP-12,Major Cities,75,65.3,52,42.2,897,466,431,897,1,18,Yes
47294,51588,,Ashmore State School,,,,,Ashmore,QLD,4214,Government,Primary,http://www.ashmoress.eq.edu.au,Yes,Prep-6,Major Cities,59,52,32,22.9,894,434,460,894,3,21,most likely
48670,12365,,Rostrata Primary School,,,,,Willetton,WA,6155,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5668,Yes,K-6,Major Cities,62,47.1,33,24,896,449,447,863.2,1,86,most likely
47494,54435,,Beerwah State High School,,,,,Beerwah,QLD,4519,Government,Secondary,http://www.beerwahshs.eq.edu.au,Yes,7-12,Inner Regional,86,79.1,44,30,895,458,437,893.8,8,3,most likely
46185,821,,Ivanhoe Girls' Grammar School,,,,,Ivanhoe,VIC,3079,Independent,Combined,http://www.ivanhoegirls.vic.edu.au,Yes,Prep-12,Major Cities,102,88.9,58,50.2,895,895,0,895,1,20,Yes
43782,27794,,Unity Grammar College,,,,,Austral,NSW,2179,Independent,Combined,http://www.unitygrammar.com.au,Yes,K-12,Major Cities,65,61.6,22,18.6,893,458,435,893,0,93,Yes
46704,45430,,Labrador State School,,,,,Labrador,QLD,4215,Government,Primary,http://www.labradorss.eq.edu.au,Yes,Prep-6,Major Cities,75,65.7,34,23.7,893,437,456,893,6,34,Yes
49381,7207,,Wirreanda Secondary School,,,,,Morphett Vale,SA,5162,Government,Secondary,http://www.wirreandasecondary.sa.edu.au,Yes,"U, 8-12",Major Cities,69,64,33,27.7,893,428,465,893,9,8,Yes
49792,4040,,Temple Christian College,,,,,Mile End,SA,5031,Independent,Combined,http://www.templecc.sa.edu.au,Yes,7-12,Major Cities,85,70.3,72,43.3,893,469,424,893,2,26,Yes
48936,106,,Mercedes College,,,,,Perth,WA,6000,Catholic,Secondary,http://www.mercedes.wa.edu.au,Yes,7-12,Major Cities,96,86.8,46,36.7,893,893,0,893,1,19,Yes
46735,45431,,Benowa State School,,,,,Benowa,QLD,4217,Government,Primary,http://www.benowass.eq.edu.au,Yes,Prep-6,Major Cities,65,59.2,40,23.5,892,437,455,892,2,49,possibly no
40384,2381,,Coffs Harbour Christian Community School,,,,,Bonville,NSW,2450,Independent,Combined,http://www.coffsccs.nsw.edu.au,Yes,K-12,Inner Regional,63,60.1,57,52.2,890,463,427,890,2,9,Yes
45155,14768,,Brentwood Park Primary School,,,,,Berwick,VIC,3806,Government,Primary,http://www.brentwoodparkps.vic.edu.au,Yes,Prep-6,Major Cities,51,48.8,17,13,892,444,448,891.4,1,62,Yes
45732,1055,,St Joseph's College,,,,,Echuca,VIC,3564,Catholic,Secondary,http://www.sje.vic.edu.au,Yes,7-12,Inner Regional,78,69.7,43,36.7,892,475,417,891.2,5,1,Yes
